date,Open,High,Low,Close,Volume
2023-09-06 21:00:00,182.7501,182.83,182.32,182.65,178484.0
2023-09-06 22:00:00,182.7,182.84,182.65,182.6601,51323.0
2023-09-06 23:00:00,182.68,182.8,182.56,182.56,62174.0
2023-09-07 08:00:00,181.48,181.9,177.0,177.8,484076.0
2023-09-07 09:00:00,177.99,178.36,177.25,177.9,202892.0
2023-09-07 10:00:00,177.96,178.9,177.22,177.43,260874.0
2023-09-07 11:00:00,177.45,178.49,177.4,178.39,596015.0
2023-09-07 12:00:00,177.55,182.52,176.06,176.1729,2245255.0
2023-09-07 13:00:00,176.1707,177.79,173.54,176.23,31438065.0
2023-09-07 14:00:00,176.23,177.175,175.69,176.6999,18503632.0
2023-09-07 15:00:00,176.69,178.21,176.65,176.975,12095931.0
2023-09-07 16:00:00,176.97,177.68,176.65,176.735,7440188.0
2023-09-07 17:00:00,176.7335,177.1,175.95,177.03,8022882.0
2023-09-07 18:00:00,177.025,177.39,176.49,177.19,7439908.0
2023-09-07 19:00:00,177.185,178.14,176.78,177.56,14243229.0
2023-09-07 20:00:00,177.58,178.3,176.7087,178.22,1444336.0
2023-09-07 21:00:00,178.2,178.3,177.94,178.01,153222.0
2023-09-07 22:00:00,178.0131,178.14,177.95,178.03,39633.0
2023-09-07 23:00:00,178.04,178.22,177.77,178.04,74416.0
2023-09-08 08:00:00,179.0,179.0,177.51,177.75,91077.0
2023-09-08 09:00:00,177.73,177.77,177.18,177.53,105373.0
2023-09-08 10:00:00,177.52,177.82,177.16,177.8,65184.0
2023-09-08 11:00:00,177.78,177.89,177.24,177.48,208886.0
2023-09-08 12:00:00,177.7913,179.75,177.06,178.1901,658277.0
2023-09-08 13:00:00,178.19,180.239,178.15,179.075,11823081.0
2023-09-08 14:00:00,179.0784,180.0252,178.93,178.9442,10321708.0
2023-09-08 15:00:00,178.94,180.2,178.7,179.545,8763328.0
2023-09-08 16:00:00,179.55,179.99,179.21,179.6181,5490580.0
2023-09-08 17:00:00,179.61,179.91,179.26,179.7,4159743.0
2023-09-08 18:00:00,179.7037,179.89,178.02,178.205,7874040.0
2023-09-08 19:00:00,178.2,178.41,177.79,178.19,10097754.0
2023-09-08 20:00:00,178.19,178.76,178.17,178.59,628579.0
2023-09-08 21:00:00,178.62,178.76,178.18,178.65,105278.0
2023-09-08 22:00:00,178.68,178.86,178.68,178.76,27419.0
2023-09-08 23:00:00,178.7585,178.78,178.66,178.71,28132.0
2023-09-11 08:00:00,179.35,179.95,179.35,179.43,69474.0
2023-09-11 09:00:00,179.48,179.7,179.48,179.56,32932.0
2023-09-11 10:00:00,179.57,179.74,179.45,179.65,43020.0
2023-09-11 11:00:00,179.58,180.11,179.25,180.04,275612.0
2023-09-11 12:00:00,179.66,180.8,179.2,180.68,528260.0
2023-09-11 13:00:00,180.66,180.8,177.48,178.01,10520655.0
2023-09-11 14:00:00,178.01,178.33,177.34,177.8,9812726.0
2023-09-11 15:00:00,177.79,178.95,177.755,178.4201,6539290.0
2023-09-11 16:00:00,178.42,178.86,178.25,178.6646,5040903.0
2023-09-11 17:00:00,178.67,179.4274,178.56,179.245,4487368.0
2023-09-11 18:00:00,179.25,179.675,179.04,179.6623,4560519.0
2023-09-11 19:00:00,179.67,179.95,179.16,179.38,9376846.0
2023-09-11 20:00:00,179.36,179.39,179.06,179.1,1015995.0
2023-09-11 21:00:00,179.1,179.22,179.0,179.1,55629.0
2023-09-11 22:00:00,179.1,179.34,179.0754,179.25,31784.0
2023-09-11 23:00:00,179.29,179.55,179.29,179.55,61764.0
2023-09-12 08:00:00,179.78,179.78,179.07,179.44,44487.0
2023-09-12 09:00:00,179.49,179.89,179.49,179.86,25309.0
2023-09-12 10:00:00,179.86,180.02,179.72,179.9,42182.0
2023-09-12 11:00:00,179.91,179.96,179.69,179.75,86716.0
2023-09-12 12:00:00,179.91,180.2,179.55,179.75,331216.0
2023-09-12 13:00:00,179.74,180.13,178.45,178.73,7425599.0
2023-09-12 14:00:00,178.73,178.7399,176.23,176.345,13708592.0
2023-09-12 15:00:00,176.345,177.12,176.25,176.6801,7235724.0
2023-09-12 16:00:00,176.685,177.27,176.395,176.9691,6619981.0
2023-09-12 17:00:00,176.97,177.87,175.45,176.3999,13371278.0
2023-09-12 18:00:00,176.39,176.78,174.82,175.3287,18107421.0
2023-09-12 19:00:00,175.33,176.46,175.0004,176.31,15394762.0
2023-09-12 20:00:00,176.31,176.83,176.27,176.3603,1343342.0
2023-09-12 21:00:00,176.4,176.58,176.35,176.45,207045.0
2023-09-12 22:00:00,176.4,176.48,176.34,176.39,44101.0
2023-09-12 23:00:00,176.38,176.44,176.33,176.35,54937.0
2023-09-13 08:00:00,176.2,177.0,175.81,175.81,164273.0
2023-09-13 09:00:00,175.81,175.89,175.4,175.54,72624.0
2023-09-13 10:00:00,175.43,175.59,175.2,175.5,79368.0
2023-09-13 11:00:00,175.58,176.73,175.21,176.66,275315.0
2023-09-13 12:00:00,175.44,177.4,175.3,177.1,1188109.0
2023-09-13 13:00:00,177.1,177.4982,174.59,175.8082,12582645.0
2023-09-13 14:00:00,175.815,175.8999,174.07,174.735,12425186.0
2023-09-13 15:00:00,174.74,175.77,174.67,175.7325,10942671.0
2023-09-13 16:00:00,175.74,176.23,175.26,175.565,6914709.0
2023-09-13 17:00:00,175.565,175.73,175.09,175.1867,5443497.0
2023-09-13 18:00:00,175.175,175.27,174.36,174.7041,8088157.0
2023-09-13 19:00:00,174.71,175.1994,173.98,174.2,14674140.0
2023-09-13 20:00:00,174.2,174.25,173.85,173.96,2481456.0
2023-09-13 21:00:00,173.96,174.14,173.8,174.1,166275.0
2023-09-13 22:00:00,174.12,174.18,174.0,174.02,63232.0
2023-09-13 23:00:00,174.02,174.15,174.0,174.09,56363.0
2023-09-14 08:00:00,174.58,174.9,174.22,174.7,49333.0
2023-09-14 09:00:00,174.7,174.85,174.65,174.72,12926.0
2023-09-14 10:00:00,174.74,175.19,174.72,175.0,42329.0
2023-09-14 11:00:00,174.97,175.02,174.4,174.55,245034.0
2023-09-14 12:00:00,174.88,175.14,174.1,174.44,623408.0
2023-09-14 13:00:00,174.41,175.63,173.58,175.37,9975956.0
2023-09-14 14:00:00,175.4,175.57,174.31,175.22,9702213.0
2023-09-14 15:00:00,175.225,175.76,174.83,175.5,6098498.0
2023-09-14 16:00:00,175.5,176.0,175.02,175.87,5751061.0
2023-09-14 17:00:00,175.8759,176.04,175.46,175.745,4965211.0
2023-09-14 18:00:00,175.74,175.9,175.3,175.725,5108248.0
2023-09-14 19:00:00,175.73,176.1,175.56,175.73,8091534.0
2023-09-14 20:00:00,175.74,175.88,175.54,175.61,1413195.0
2023-09-14 21:00:00,175.66,175.7125,175.47,175.65,77120.0
2023-09-14 22:00:00,175.65,175.81,175.61,175.8,44685.0
2023-09-14 23:00:00,175.77,175.93,175.7,175.86,30844.0
2023-09-15 08:00:00,176.0,176.3,175.92,175.96,51802.0
2023-09-15 09:00:00,176.0,176.18,175.94,176.17,17855.0
2023-09-15 10:00:00,176.18,176.49,176.18,176.39,46081.0
2023-09-15 11:00:00,176.31,176.47,175.81,176.05,108026.0
2023-09-15 12:00:00,176.4,177.4895,175.52,177.1,790712.0
2023-09-15 13:00:00,177.19,177.43,174.69,174.985,21590039.0
2023-09-15 14:00:00,175.0,175.38,174.55,174.57,10959329.0
2023-09-15 15:00:00,174.57,175.16,174.525,174.952,7163964.0
2023-09-15 16:00:00,174.96,175.15,174.675,174.99,4758197.0
2023-09-15 17:00:00,174.99,175.04,173.82,174.26,6120372.0
2023-09-15 18:00:00,174.26,174.63,174.155,174.3701,5960549.0
2023-09-15 19:00:00,174.3799,175.12,174.1387,174.96,12833787.0
2023-09-15 20:00:00,174.99,175.2,174.93,175.01,5880160.0
2023-09-15 21:00:00,175.01,175.02,174.92,174.92,140891.0
2023-09-15 22:00:00,174.9399,174.98,174.91,174.93,20301.0
2023-09-15 23:00:00,174.92,174.92,174.7,174.83,28387.0
2023-09-18 08:00:00,175.9,175.9,175.55,175.75,81557.0
2023-09-18 09:00:00,175.73,175.9,175.67,175.84,36589.0
2023-09-18 10:00:00,175.82,175.96,175.63,175.77,129313.0
2023-09-18 11:00:00,175.84,175.84,174.6,174.72,248512.0
2023-09-18 12:00:00,175.65,176.07,174.6,175.8394,618792.0
2023-09-18 13:00:00,175.82,178.98,175.7465,177.05,16222034.0
2023-09-18 14:00:00,177.025,177.62,176.44,177.135,9913551.0
2023-09-18 15:00:00,177.135,178.31,177.0899,178.265,6621667.0
2023-09-18 16:00:00,178.265,179.18,178.11,178.8601,6434473.0
2023-09-18 17:00:00,178.88,179.38,178.7301,179.005,5476085.0
2023-09-18 18:00:00,179.01,179.22,178.4246,178.61,4275502.0
2023-09-18 19:00:00,178.6,178.76,177.775,177.98,9057547.0
2023-09-18 20:00:00,177.97,178.02,177.82,177.9,938857.0
2023-09-18 21:00:00,177.9,177.98,177.85,177.95,98936.0
2023-09-18 22:00:00,177.98,178.6,177.95,178.4,88215.0
2023-09-18 23:00:00,178.36,178.5,178.21,178.5,64420.0
2023-09-19 08:00:00,178.57,178.61,178.44,178.58,16990.0
2023-09-19 09:00:00,178.55,178.82,178.46,178.73,13236.0
2023-09-19 10:00:00,178.7,178.75,178.46,178.51,16962.0
2023-09-19 11:00:00,178.5,178.96,178.49,178.68,101772.0
2023-09-19 12:00:00,178.5,178.99,177.8,177.99,464886.0
2023-09-19 13:00:00,177.98,178.67,177.13,177.595,8387807.0
2023-09-19 14:00:00,177.6,177.91,177.13,177.2288,7483775.0
2023-09-19 15:00:00,177.22,178.12,177.15,178.0601,4872419.0
2023-09-19 16:00:00,178.07,178.2376,177.63,178.19,4054647.0
2023-09-19 17:00:00,178.19,179.17,178.14,179.09,5658259.0
2023-09-19 18:00:00,179.1,179.63,178.9,178.9,5828171.0
2023-09-19 19:00:00,178.9,179.44,178.74,179.1,7171664.0
2023-09-19 20:00:00,179.07,179.35,179.05,179.14,916047.0
2023-09-19 21:00:00,179.14,179.18,179.1,179.14,24918.0
2023-09-19 22:00:00,179.1404,179.1999,179.08,179.15,10636.0
2023-09-19 23:00:00,179.17,179.18,178.9,179.0,45679.0
2023-09-20 08:00:00,178.98,179.36,178.85,179.29,22518.0
2023-09-20 09:00:00,179.33,179.45,179.25,179.35,12549.0
2023-09-20 10:00:00,179.36,179.4,179.16,179.3,18773.0
2023-09-20 11:00:00,179.25,179.39,178.52,178.65,102075.0
2023-09-20 12:00:00,179.32,179.38,178.31,179.28,263858.0
2023-09-20 13:00:00,179.25,179.695,177.98,178.41,6769881.0
2023-09-20 14:00:00,178.4,178.425,177.26,177.43,7940915.0
2023-09-20 15:00:00,177.43,177.58,176.86,177.55,5535072.0
2023-09-20 16:00:00,177.56,177.76,177.32,177.725,2978942.0
2023-09-20 17:00:00,177.72,177.7951,177.1752,177.7951,3559335.0
2023-09-20 18:00:00,177.79,177.79,176.58,177.14,9697055.0
2023-09-20 19:00:00,177.13,177.31,175.4,175.49,11504023.0
2023-09-20 20:00:00,175.5,175.66,175.33,175.51,1040564.0
2023-09-20 21:00:00,175.55,175.62,175.45,175.59,795018.0
2023-09-20 22:00:00,175.6,175.65,175.32,175.42,41094.0
2023-09-20 23:00:00,175.4,175.56,175.0,175.0,63819.0
2023-09-21 08:00:00,175.01,175.03,174.55,174.61,44149.0
2023-09-21 09:00:00,174.6,174.72,174.5,174.53,27615.0
2023-09-21 10:00:00,174.54,174.62,174.34,174.48,54115.0
2023-09-21 11:00:00,174.58,174.66,174.2,174.5,180426.0
2023-09-21 12:00:00,174.7,175.05,173.88,173.89,554506.0
2023-09-21 13:00:00,173.9,176.05,173.7,174.68,9124080.0
2023-09-21 14:00:00,174.66,176.3,174.63,175.41,10187716.0
2023-09-21 15:00:00,175.4,175.7,174.82,175.377,6244891.0
2023-09-21 16:00:00,175.37,175.4212,174.86,174.885,5780191.0
2023-09-21 17:00:00,174.88,175.54,174.87,175.35,4663620.0
2023-09-21 18:00:00,175.35,175.39,174.52,174.651,5105646.0
2023-09-21 19:00:00,174.655,174.8099,173.86,173.93,10201077.0
2023-09-21 20:00:00,173.93,174.07,173.79,173.88,1932612.0
2023-09-21 21:00:00,173.88,173.96,173.74,173.89,59508.0
2023-09-21 22:00:00,173.87,174.29,173.87,174.11,64220.0
2023-09-21 23:00:00,174.12,174.22,174.03,174.14,45279.0
2023-09-22 08:00:00,174.5,174.8,174.45,174.7,40209.0
2023-09-22 09:00:00,174.66,175.1,174.6,175.02,19860.0
2023-09-22 10:00:00,175.0,175.02,174.75,174.78,32315.0
2023-09-22 11:00:00,174.84,174.95,174.59,174.7,62711.0
2023-09-22 12:00:00,174.74,175.48,174.33,175.05,309427.0
2023-09-22 13:00:00,175.08,175.28,174.05,174.9,6134662.0
2023-09-22 14:00:00,174.9,176.55,174.5701,176.48,9698740.0
2023-09-22 15:00:00,176.485,176.62,175.94,176.1401,5405526.0
2023-09-22 16:00:00,176.14,177.079,175.97,176.67,6563749.0
2023-09-22 17:00:00,176.6717,176.73,175.15,175.32,6260729.0
2023-09-22 18:00:00,175.32,175.56,174.81,175.291,4770123.0
2023-09-22 19:00:00,175.28,175.99,174.62,174.74,9359936.0
2023-09-22 20:00:00,174.8,175.02,174.69,175.02,410944.0
2023-09-22 21:00:00,175.0,175.0,174.79,174.95,57945.0
2023-09-22 22:00:00,174.9202,175.0,174.91,174.93,23952.0
2023-09-22 23:00:00,174.97,175.2,174.9,174.95,40039.0
2023-09-25 08:00:00,175.58,175.58,173.99,174.47,70986.0
2023-09-25 09:00:00,174.52,174.8,174.34,174.76,31908.0
2023-09-25 10:00:00,174.8,174.93,174.66,174.89,40365.0
2023-09-25 11:00:00,174.93,175.17,174.31,174.46,73492.0
2023-09-25 12:00:00,174.5,175.57,174.2,174.67,178142.0
2023-09-25 13:00:00,174.62,175.505,174.07,175.34,6333712.0
2023-09-25 14:00:00,175.35,175.55,174.21,174.88,6428242.0
2023-09-25 15:00:00,174.89,176.54,174.87,176.03,6675508.0
2023-09-25 16:00:00,176.04,176.97,175.88,176.29,4867617.0
2023-09-25 17:00:00,176.28,176.8,175.88,176.26,4228391.0
2023-09-25 18:00:00,176.27,176.3676,175.48,175.55,4132737.0
2023-09-25 19:00:00,175.555,176.15,174.97,176.09,8031675.0
2023-09-25 20:00:00,176.08,176.5,176.08,176.29,408552.0
2023-09-25 21:00:00,176.32,176.32,176.08,176.16,46947.0
2023-09-25 22:00:00,176.15,176.2,176.11,176.1415,16214.0
2023-09-25 23:00:00,176.14,176.17,175.97,176.13,37823.0
2023-09-26 08:00:00,175.19,175.34,174.98,174.98,31223.0
2023-09-26 09:00:00,175.01,175.14,174.93,174.95,10099.0
2023-09-26 10:00:00,175.1,175.29,175.0,175.29,10274.0
2023-09-26 11:00:00,175.32,175.51,175.04,175.42,33152.0
2023-09-26 12:00:00,175.2,175.5927,174.85,175.15,152140.0
2023-09-26 13:00:00,175.0322,175.2,172.93,173.04,8848300.0
2023-09-26 14:00:00,173.04,173.65,172.48,172.77,11344070.0
2023-09-26 15:00:00,172.77,173.19,172.415,172.86,6208378.0
2023-09-26 16:00:00,172.8599,173.36,172.52,173.21,4042091.0
2023-09-26 17:00:00,173.21,173.53,172.56,172.8,4862243.0
2023-09-26 18:00:00,172.795,172.87,172.03,172.26,6040313.0
2023-09-26 19:00:00,172.2579,172.35,171.66,171.9,12825841.0
2023-09-26 20:00:00,171.92,172.3,171.9,172.2,1214865.0
2023-09-26 21:00:00,172.1999,172.23,171.99,172.11,87715.0
2023-09-26 22:00:00,172.11,172.19,172.0,172.02,37696.0
2023-09-26 23:00:00,172.06,172.4,172.04,172.36,37738.0
2023-09-27 08:00:00,172.71,173.32,172.5,172.95,37394.0
2023-09-27 09:00:00,172.9,172.9,172.62,172.67,7001.0
2023-09-27 10:00:00,172.69,172.84,172.5,172.6,23492.0
2023-09-27 11:00:00,172.65,172.91,172.5,172.89,107321.0
2023-09-27 12:00:00,172.6,173.17,172.3,172.94,289484.0
2023-09-27 13:00:00,172.9,173.05,171.45,171.51,7321270.0
2023-09-27 14:00:00,171.5,171.66,170.27,170.409,10568362.0
2023-09-27 15:00:00,170.405,171.1479,170.02,170.4,6172154.0
2023-09-27 16:00:00,170.4011,170.41,169.64,169.94,6908977.0
2023-09-27 17:00:00,169.93,170.2,169.05,169.53,6025101.0
2023-09-27 18:00:00,169.54,170.67,169.195,170.2,6698740.0
2023-09-27 19:00:00,170.2,170.96,169.76,170.43,13537087.0
2023-09-27 20:00:00,170.42,170.64,170.25,170.43,1054146.0
2023-09-27 21:00:00,170.44,170.49,170.34,170.43,53300.0
2023-09-27 22:00:00,170.47,170.4991,170.22,170.2986,57426.0
2023-09-27 23:00:00,170.29,170.39,170.22,170.34,42936.0
2023-09-28 08:00:00,170.2,170.25,169.8,169.81,27200.0
2023-09-28 09:00:00,169.81,170.15,169.61,170.15,45536.0
2023-09-28 10:00:00,170.19,170.29,169.94,170.18,18845.0
2023-09-28 11:00:00,170.18,170.23,169.73,169.75,80963.0
2023-09-28 12:00:00,170.0,170.5,169.41,169.6799,462199.0
2023-09-28 13:00:00,169.72,169.95,167.62,169.61,9959732.0
2023-09-28 14:00:00,169.61,170.27,168.69,170.249,9117895.0
2023-09-28 15:00:00,170.24,171.6181,169.8,171.6,8016355.0
2023-09-28 16:00:00,171.6,172.03,171.03,171.13,5388981.0
2023-09-28 17:00:00,171.135,171.53,170.43,170.86,4837031.0
2023-09-28 18:00:00,170.86,171.165,170.31,170.75,4747874.0
2023-09-28 19:00:00,170.75,171.68,170.44,170.69,8234305.0
2023-09-28 20:00:00,170.69,171.03,170.55,171.0,242925.0
2023-09-28 21:00:00,171.0,171.0,170.69,170.95,25936.0
2023-09-28 22:00:00,170.97,171.24,170.95,170.95,47266.0
2023-09-28 23:00:00,170.97,171.01,170.8,170.8,23476.0
2023-09-29 08:00:00,171.28,172.34,171.28,172.0,45478.0
2023-09-29 09:00:00,172.25,172.3,172.01,172.2,5969.0
2023-09-29 10:00:00,172.26,172.26,171.89,171.95,21426.0
2023-09-29 11:00:00,171.87,172.05,171.32,171.75,67981.0
2023-09-29 12:00:00,172.05,172.74,171.2,172.64,309026.0
2023-09-29 13:00:00,172.65,172.8001,170.69,172.6977,6506955.0
2023-09-29 14:00:00,172.7,173.07,172.04,172.435,6826457.0
2023-09-29 15:00:00,172.44,172.76,171.58,171.9301,4915506.0
2023-09-29 16:00:00,171.94,172.09,171.17,171.325,3319367.0
2023-09-29 17:00:00,171.33,171.33,170.62,170.63,3603528.0
2023-09-29 18:00:00,170.62,171.565,170.341,171.5401,4955653.0
2023-09-29 19:00:00,171.55,171.92,170.76,171.22,9299447.0
2023-09-29 20:00:00,171.17,171.73,171.09,171.59,1263705.0
2023-09-29 21:00:00,171.56,171.6,171.21,171.47,66149.0
2023-09-29 22:00:00,171.45,171.55,171.23,171.24,18356.0
2023-09-29 23:00:00,171.3,171.35,171.2,171.23,26484.0
